media,n_samples,accuracy,macro_f1
MEAox,2826,0.997169143665959,0.996557655663955
PDA,2653,0.996607614021862,0.9964433370784549
CYA,2698,0.9959229058561898,0.9957171433060639
YES,2661,0.994738819992484,0.9936522929136822
CREA,2641,0.9909125331313896,0.9902782408983986
OAT,2713,0.9837817913748618,0.9780289976858331
