media,n_samples,accuracy,macro_f1
PDA,271,0.9040590405904059,0.8665000343571772
CYA,292,0.8972602739726028,0.8704064500332295
YES,265,0.8716981132075472,0.8545119522852317
OAT,291,0.8625429553264605,0.8270241429905294
MEAox,285,0.8526315789473684,0.8492216244509823
CREA,284,0.7535211267605634,0.6741532961987509
