media,n_samples,accuracy,macro_f1
CYA,298,0.9932885906040269,0.9922461019806152
PDA,276,0.9927536231884058,0.9903030303030304
MEAox,296,0.9864864864864865,0.9863477501092179
OAT,275,0.9854545454545455,0.9839622641509433
CREA,268,0.9776119402985075,0.9681632653061223
YES,275,0.9563636363636364,0.9681738973001108
