media,n_samples,accuracy,macro_f1
MEAox,125,0.4,0.2552791251586432
CYA,101,0.32673267326732675,0.23138168138168136
PDA,115,0.30434782608695654,0.1754329004329004
YES,118,0.2542372881355932,0.1765873015873016
OAT,116,0.2413793103448276,0.15155993431855497
CREA,106,0.0660377358490566,0.039145593362460825
