Model,Fold,Epoch,Class,Precision,Recall,F1-Score,Support
resnext101_32x8d,1,0,Acremonium,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Acremonium_alternatum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Acremonium_strictum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Alternaria,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Arthrinium_phaeospermum,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Ascospirella_lutea,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus_aculeatinus,1.0,0.25,0.4,4.0
resnext101_32x8d,1,0,Aspergillus_arachidicola,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus_calidoustus,0.09090909090909091,0.2,0.125,5.0
resnext101_32x8d,1,0,Aspergillus_creber,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus_flavus,1.0,0.2222222222222222,0.36363636363636365,9.0
resnext101_32x8d,1,0,Aspergillus_lentulus,1.0,0.5,0.6666666666666666,4.0
resnext101_32x8d,1,0,Aspergillus_minisclerotigenes,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus_montevidensis,0.5,0.2,0.2857142857142857,5.0
resnext101_32x8d,1,0,Aspergillus_neoglaber,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Aspergillus_nomiae,0.13636363636363635,0.6,0.2222222222222222,5.0
resnext101_32x8d,1,0,Aspergillus_occultus,0.2857142857142857,1.0,0.4444444444444444,4.0
resnext101_32x8d,1,0,Aspergillus_pseudonomiae,0.5,0.6,0.5454545454545454,5.0
resnext101_32x8d,1,0,Aspergillus_puniceus,0.11764705882352941,0.8,0.20512820512820512,5.0
resnext101_32x8d,1,0,Aspergillus_thermomutatus,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Aspergillus_ustus,0.4444444444444444,1.0,0.6153846153846154,4.0
resnext101_32x8d,1,0,Aspergillus_uvarum,0.9230769230769231,0.9230769230769231,0.9230769230769231,13.0
resnext101_32x8d,1,0,Aspergillus_wentii,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Asteromyces_cruciatus,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Aureobasidium_melanogenum,0.3,0.6,0.4,5.0
resnext101_32x8d,1,0,Aureobasidium_pullulans,0.3333333333333333,0.6,0.42857142857142855,5.0
resnext101_32x8d,1,0,Byssochlamys_spectabilis,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Cladosporium,0.6428571428571429,1.0,0.782608695652174,9.0
resnext101_32x8d,1,0,Cladosporium_delicatulum,0.1111111111111111,0.2,0.14285714285714285,5.0
resnext101_32x8d,1,0,Cladosporium_tenuissimum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Cladosporium_varians,0.10714285714285714,0.6,0.18181818181818182,5.0
resnext101_32x8d,1,0,Drechslera,0.3076923076923077,0.8,0.4444444444444444,5.0
resnext101_32x8d,1,0,Epicoccum_nigrum,0.5,0.1111111111111111,0.18181818181818182,9.0
resnext101_32x8d,1,0,Fusarium_acuminatum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Fusarium_chlamydosporum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Fusarium_equiseti,0.5,0.2,0.2857142857142857,5.0
resnext101_32x8d,1,0,Fusarium_foetens,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Fusarium_tricinctum,0.42857142857142855,0.6,0.5,10.0
resnext101_32x8d,1,0,Hamigera_avellanea,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Hamigera_avellanea var. alba,0.3333333333333333,0.2,0.25,5.0
resnext101_32x8d,1,0,Hypocrea_pulvinata,0.2692307692307692,0.7777777777777778,0.4,9.0
resnext101_32x8d,1,0,Hypocrea_sulphurea,0.75,0.6,0.6666666666666666,5.0
resnext101_32x8d,1,0,Hypocrea_thelephoricola,0.6666666666666666,0.4,0.5,5.0
resnext101_32x8d,1,0,Mariannaea_elegans,0.5555555555555556,1.0,0.7142857142857143,5.0
resnext101_32x8d,1,0,Microdochium_nivale,0.2857142857142857,0.5,0.36363636363636365,4.0
resnext101_32x8d,1,0,Monascus_ruber,0.14285714285714285,0.2,0.16666666666666666,5.0
resnext101_32x8d,1,0,Monilinia_fructigena,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Nigrospora_oryzae,0.2857142857142857,0.14285714285714285,0.19047619047619047,14.0
resnext101_32x8d,1,0,Paecilomyces_maximus,0.2,0.07692307692307693,0.1111111111111111,13.0
resnext101_32x8d,1,0,Penicillago_kabunica,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicilliopsis_zonata,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Penicillium restrictum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_allii-sativi,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_antarcticum,0.125,0.5,0.2,4.0
resnext101_32x8d,1,0,Penicillium_arizonense,0.5,0.25,0.3333333333333333,4.0
resnext101_32x8d,1,0,Penicillium_atramentosum,0.25,0.2,0.2222222222222222,5.0
resnext101_32x8d,1,0,Penicillium_brasilianum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_camponotum,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Penicillium_canescens,0.08,0.4,0.13333333333333333,10.0
resnext101_32x8d,1,0,Penicillium_caseifulvum,0.0,0.0,0.0,3.0
resnext101_32x8d,1,0,Penicillium_chrysogenum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_citrinum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_coprobium,0.0,0.0,0.0,3.0
resnext101_32x8d,1,0,Penicillium_croceum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_damascenum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_fagi,0.0,0.0,0.0,8.0
resnext101_32x8d,1,0,Penicillium_flavigenum,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_frequentans,0.0,0.0,0.0,4.0
resnext101_32x8d,1,0,Penicillium_glabrum,0.3333333333333333,0.125,0.18181818181818182,8.0
resnext101_32x8d,1,0,Penicillium_griseopurpureum,0.0,0.0,0.0,3.0
resnext101_32x8d,1,0,Penicillium_hordei,0.3333333333333333,0.2,0.25,5.0
resnext101_32x8d,1,0,Penicillium_janczewskii,0.4,0.2,0.26666666666666666,10.0
resnext101_32x8d,1,0,Penicillium_jensenii,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_krskae,0.14285714285714285,0.25,0.18181818181818182,4.0
resnext101_32x8d,1,0,Penicillium_manginii,0.0,0.0,0.0,5.0
resnext101_32x8d,1,0,Penicillium_neojanthinellum,0.38461538461538464,0.7894736842105263,0.5172413793103449,19.0
resnext101_32x8d,1,0,Penicillium_ochrochloron,0.3076923076923077,0.8,0.4444444444444444,10.0
resnext101_32x8d,1,0,Penicillium_olsonii,0.42857142857142855,0.6,0.5,5.0
