media,n_samples,accuracy,macro_f1
CYA,112,0.9107142857142857,0.8873124592302676
PDA,103,0.8932038834951457,0.8404416839199448
CREA,98,0.8775510204081632,0.8452702702702702
MEAox,116,0.8706896551724138,0.8365615615615616
OAT,128,0.84375,0.777124183006536
YES,125,0.784,0.7518002322880372
