media,n_samples,accuracy,macro_f1
CYA,112,0.6785714285714286,0.586981658692185
PDA,103,0.6407766990291263,0.5194920634920634
MEAox,116,0.5517241379310345,0.4795080495541324
YES,125,0.528,0.44689673622257886
CREA,98,0.45918367346938777,0.38047905455312864
OAT,128,0.453125,0.39490620490620487
