media,n_samples,accuracy,macro_f1
CYA,132,0.9621212121212122,0.9551948051948052
PDA,115,0.9565217391304348,0.9513914656771801
MEAox,116,0.9224137931034483,0.9178571428571428
OAT,108,0.8981481481481481,0.8402046783625731
YES,88,0.8636363636363636,0.843939393939394
CREA,123,0.8292682926829268,0.7615763546798029
