media,n_samples,accuracy,macro_f1
PDA,120,0.9833333333333333,0.9722222222222221
OAT,109,0.9357798165137615,0.895045045045045
MEAox,112,0.9285714285714286,0.902014652014652
CYA,106,0.9245283018867925,0.8916512059369203
YES,112,0.9107142857142857,0.8066666666666666
CREA,123,0.8536585365853658,0.8291064740502944
