media,n_samples,accuracy,macro_f1
PDA,117,0.8803418803418803,0.8443386243386243
MEAox,99,0.8686868686868687,0.8394736842105263
CYA,117,0.8205128205128205,0.7826530612244897
YES,119,0.7899159663865546,0.7133986928104574
OAT,113,0.7522123893805309,0.6890151515151515
CREA,116,0.7413793103448276,0.6828108972687286
