media,n_samples,accuracy,macro_f1
PDA,117,0.7521367521367521,0.6530465949820788
MEAox,99,0.7171717171717171,0.6483333333333332
YES,119,0.6470588235294118,0.5437799926172019
OAT,113,0.5929203539823009,0.4878623188405797
CREA,116,0.5431034482758621,0.412037037037037
CYA,117,0.5299145299145299,0.47001133786848065
