media,n_samples,accuracy,macro_f1
CYA,285,0.18596491228070175,0.08795352181722223
MEAox,276,0.18478260869565216,0.0827289176434799
PDA,280,0.16428571428571428,0.0934352326736592
OAT,260,0.16153846153846155,0.09923852038157788
YES,294,0.14285714285714285,0.06325768697705457
CREA,293,0.10580204778156997,0.029831033012185544
