media,n_samples,accuracy,macro_f1
PDA,282,0.30141843971631205,0.18986167103154653
MEAox,277,0.296028880866426,0.18918019761638766
OAT,299,0.25752508361204013,0.16971799270935586
YES,267,0.24344569288389514,0.1700688030917583
CYA,272,0.2426470588235294,0.17201163196940358
CREA,292,0.0821917808219178,0.028257231668439305
