media,n_samples,accuracy,macro_f1
CYA,261,0.2988505747126437,0.19003866957032386
PDA,303,0.24092409240924093,0.13768182543173096
YES,291,0.21649484536082475,0.10401691016242097
MEAox,273,0.20512820512820512,0.10912516124645225
OAT,296,0.1554054054054054,0.10961276456559475
CREA,265,0.10566037735849057,0.058229231086373935
