media,n_samples,accuracy,macro_f1
MEAox,296,0.24662162162162163,0.1362423398229025
PDA,276,0.2463768115942029,0.12393219770903571
CYA,298,0.2214765100671141,0.14586120800957458
OAT,275,0.2109090909090909,0.1216810919210138
YES,275,0.17454545454545456,0.09792213028062083
CREA,268,0.11194029850746269,0.05296457769283857
