media,n_samples,accuracy,macro_f1
OAT,684,0.9985380116959064,0.9985655370270754
CREA,669,0.9985052316890882,0.9977011494252873
YES,657,0.9984779299847792,0.9984805318138652
PDA,669,0.9970104633781763,0.9965334792920999
CYA,655,0.9969465648854962,0.9970464882745583
MEAox,721,0.9958391123439667,0.9969309462915602
