media,n_samples,accuracy,macro_f1
OAT,685,1.0,1.0
MEAox,671,1.0,1.0
PDA,702,1.0,1.0
CYA,691,0.9985528219971056,0.9990090424873033
CREA,654,0.9984709480122325,0.9988397725954288
YES,651,0.9984639016897081,0.9978293311626645
