media,n_samples,accuracy,macro_f1
CREA,680,1.0,1.0
CYA,696,1.0,1.0
MEAox,655,1.0,1.0
OAT,706,1.0,1.0
PDA,661,1.0,1.0
YES,657,1.0,1.0
