media,n_samples,accuracy,macro_f1
CREA,1305,1.0,1.0
OAT,1362,1.0,1.0
YES,1347,1.0,1.0
PDA,1332,1.0,1.0
MEAox,1382,0.9992764109985528,0.9993973907017385
CYA,1375,0.9992727272727273,0.9989803568750938
