media,n_samples,accuracy,macro_f1
CYA,1335,0.9827715355805243,0.9764537332648372
PDA,1305,0.9793103448275862,0.9732830046916734
YES,1383,0.9775849602313811,0.9767162854772132
OAT,1386,0.976911976911977,0.9732486678598974
MEAox,1336,0.9573353293413174,0.9577863525425555
CREA,1359,0.9470198675496688,0.9609571407453291
