,precision,recall,f1-score,support
Acremonium,1.0,0.8771929824561403,0.9345794392523364,57.0
Acremonium_alternatum,0.9322033898305084,0.9482758620689655,0.9401709401709402,58.0
Acremonium_strictum,0.6951219512195121,1.0,0.8201438848920863,57.0
Alternaria,1.0,0.9827586206896551,0.991304347826087,58.0
Arthrinium_phaeospermum,1.0,1.0,1.0,58.0
Ascospirella_lutea,0.6575342465753424,0.8421052631578947,0.7384615384615385,57.0
Aspergillus,0.9344262295081968,0.9827586206896551,0.957983193277311,58.0
Aspergillus_aculeatinus,1.0,1.0,1.0,53.0
Aspergillus_arachidicola,1.0,1.0,1.0,58.0
Aspergillus_calidoustus,0.9821428571428571,0.9649122807017544,0.9734513274336283,57.0
Aspergillus_creber,1.0,1.0,1.0,58.0
Aspergillus_flavus,1.0,1.0,1.0,115.0
Aspergillus_lentulus,1.0,1.0,1.0,49.0
Aspergillus_minisclerotigenes,1.0,0.9827586206896551,0.991304347826087,58.0
Aspergillus_montevidensis,1.0,1.0,1.0,57.0
Aspergillus_neoglaber,0.7272727272727273,0.9655172413793104,0.8296296296296296,58.0
Aspergillus_nomiae,1.0,1.0,1.0,57.0
Aspergillus_occultus,1.0,1.0,1.0,58.0
Aspergillus_pseudonomiae,1.0,1.0,1.0,56.0
Aspergillus_puniceus,1.0,0.9827586206896551,0.991304347826087,58.0
Aspergillus_thermomutatus,1.0,1.0,1.0,48.0
Aspergillus_ustus,1.0,1.0,1.0,54.0
Aspergillus_uvarum,1.0,1.0,1.0,143.0
Aspergillus_wentii,1.0,1.0,1.0,53.0
Asteromyces_cruciatus,1.0,1.0,1.0,58.0
Aureobasidium_melanogenum,1.0,1.0,1.0,58.0
Aureobasidium_pullulans,0.9583333333333334,0.8070175438596491,0.8761904761904762,57.0
Byssochlamys_spectabilis,1.0,0.896551724137931,0.9454545454545454,58.0
Cladosporium,0.9745762711864406,1.0,0.9871244635193133,115.0
Cladosporium_delicatulum,1.0,1.0,1.0,58.0
Cladosporium_tenuissimum,1.0,1.0,1.0,57.0
Cladosporium_varians,1.0,1.0,1.0,58.0
Drechslera,1.0,1.0,1.0,57.0
Epicoccum_nigrum,0.9105691056910569,0.9655172413793104,0.9372384937238494,116.0
Fusarium_acuminatum,1.0,0.8421052631578947,0.9142857142857143,57.0
Fusarium_chlamydosporum,0.7341772151898734,1.0,0.8467153284671532,58.0
Fusarium_equiseti,0.9821428571428571,0.9649122807017544,0.9734513274336283,57.0
Fusarium_foetens,0.9666666666666667,1.0,0.9830508474576272,58.0
Fusarium_tricinctum,0.9823008849557522,0.9652173913043478,0.9736842105263158,115.0
Hamigera_avellanea,0.9206349206349206,1.0,0.9586776859504132,58.0
Hamigera_avellanea var. alba,1.0,0.9122807017543859,0.9541284403669725,57.0
Hypocrea_pulvinata,1.0,0.7130434782608696,0.8324873096446701,115.0
Hypocrea_sulphurea,1.0,0.9482758620689655,0.9734513274336283,58.0
Hypocrea_thelephoricola,1.0,1.0,1.0,58.0
Mariannaea_elegans,1.0,1.0,1.0,57.0
Microdochium_nivale,1.0,1.0,1.0,58.0
Monascus_ruber,1.0,1.0,1.0,57.0
Monilinia_fructigena,0.6236559139784946,1.0,0.7682119205298014,58.0
Nigrospora_oryzae,1.0,0.8323699421965318,0.9085173501577287,173.0
Paecilomyces_maximus,0.9928057553956835,0.9928057553956835,0.9928057553956835,139.0
Penicillago_kabunica,1.0,1.0,1.0,57.0
Penicilliopsis_zonata,0.8169014084507042,1.0,0.8992248062015504,58.0
Penicillium restrictum,0.8032786885245902,0.8448275862068966,0.8235294117647058,58.0
Penicillium_allii-sativi,1.0,1.0,1.0,57.0
Penicillium_antarcticum,1.0,1.0,1.0,54.0
Penicillium_arizonense,0.9574468085106383,1.0,0.9782608695652174,45.0
Penicillium_atramentosum,0.8507462686567164,1.0,0.9193548387096774,57.0
Penicillium_brasilianum,0.8169014084507042,1.0,0.8992248062015504,58.0
Penicillium_camponotum,1.0,1.0,1.0,53.0
Penicillium_canescens,1.0,0.9043478260869565,0.9497716894977168,115.0
Penicillium_caseifulvum,1.0,1.0,1.0,33.0
Penicillium_chrysogenum,0.9344262295081968,1.0,0.9661016949152542,57.0
Penicillium_citrinum,0.95,0.9827586206896551,0.9661016949152542,58.0
Penicillium_coprobium,0.6976744186046512,0.8823529411764706,0.7792207792207793,34.0
Penicillium_croceum,1.0,0.47368421052631576,0.6428571428571429,57.0
Penicillium_damascenum,1.0,1.0,1.0,58.0
Penicillium_fagi,1.0,0.9333333333333333,0.9655172413793104,90.0
Penicillium_flavigenum,1.0,0.9649122807017544,0.9821428571428571,57.0
Penicillium_frequentans,1.0,1.0,1.0,33.0
Penicillium_glabrum,1.0,0.9591836734693877,0.9791666666666666,98.0
Penicillium_griseopurpureum,1.0,1.0,1.0,32.0
Penicillium_hordei,1.0,0.8793103448275862,0.9357798165137615,58.0
Penicillium_janczewskii,0.9421487603305785,0.991304347826087,0.9661016949152542,115.0
Penicillium_jensenii,1.0,0.9482758620689655,0.9734513274336283,58.0
Penicillium_krskae,0.9344262295081968,1.0,0.9661016949152542,57.0
Penicillium_manginii,0.7105263157894737,0.9310344827586207,0.8059701492537313,58.0
Penicillium_neojanthinellum,0.991304347826087,0.991304347826087,0.991304347826087,230.0
Penicillium_ochrochloron,1.0,0.9827586206896551,0.991304347826087,116.0
Penicillium_olsonii,1.0,1.0,1.0,57.0
Penicillium_onobense,0.9593023255813954,0.953757225433526,0.9565217391304348,173.0
Penicillium_piscarium,1.0,1.0,1.0,53.0
Penicillium_restrictum,0.9724770642201835,0.9137931034482759,0.9422222222222222,116.0
Penicillium_ribium,1.0,1.0,1.0,57.0
Penicillium_rotoruae,1.0,0.9421965317919075,0.9702380952380952,173.0
Penicillium_ruben,0.9830508474576272,1.0,0.9914529914529915,58.0
Penicillium_rubens,0.98,1.0,0.98989898989899,49.0
