media,n_samples,accuracy,macro_f1
CYA,1359,0.9484915378955114,0.9506318796564239
CREA,1380,0.941304347826087,0.9394060549116388
PDA,1361,0.9397501836884644,0.9241192557092623
YES,1339,0.9335324869305451,0.9318682643962544
OAT,1337,0.9177262528047868,0.9107649962477627
MEAox,1328,0.9088855421686747,0.8987974467544667
