media,n_samples,accuracy,macro_f1
PDA,669,0.9028400597907325,0.9049456741077699
CYA,655,0.9022900763358779,0.9086912414596369
YES,657,0.8904109589041096,0.864092277030884
CREA,669,0.8863976083707026,0.8456729372804909
OAT,684,0.8771929824561403,0.8496517529169785
MEAox,721,0.871012482662968,0.8529540631637819
