media,n_samples,accuracy,macro_f1
PDA,1417,0.9738884968242767,0.9717614606059353
CYA,1314,0.9665144596651446,0.959228099060987
MEAox,1341,0.9425801640566741,0.9398786264289495
OAT,1392,0.9288793103448276,0.917318807344556
CREA,1328,0.9254518072289156,0.9057567144947217
YES,1312,0.9230182926829268,0.9118184610905099
