,precision,recall,f1-score,support
Acremonium,1.0,1.0,1.0,58.0
Acremonium_alternatum,0.7702702702702703,1.0,0.8702290076335878,57.0
Acremonium_strictum,1.0,1.0,1.0,58.0
Alternaria,1.0,1.0,1.0,58.0
Arthrinium_phaeospermum,1.0,0.9824561403508771,0.9911504424778761,57.0
Ascospirella_lutea,0.8656716417910447,1.0,0.928,58.0
Aspergillus,1.0,0.9824561403508771,0.9911504424778761,57.0
Aspergillus_aculeatinus,1.0,1.0,1.0,54.0
Aspergillus_arachidicola,1.0,1.0,1.0,57.0
Aspergillus_calidoustus,0.95,0.9827586206896551,0.9661016949152542,58.0
Aspergillus_creber,0.9830508474576272,1.0,0.9914529914529915,58.0
Aspergillus_flavus,1.0,1.0,1.0,115.0
Aspergillus_lentulus,1.0,1.0,1.0,49.0
Aspergillus_minisclerotigenes,1.0,1.0,1.0,57.0
Aspergillus_montevidensis,1.0,1.0,1.0,58.0
Aspergillus_neoglaber,1.0,1.0,1.0,57.0
Aspergillus_nomiae,1.0,0.9827586206896551,0.991304347826087,58.0
Aspergillus_occultus,1.0,0.9827586206896551,0.991304347826087,58.0
Aspergillus_pseudonomiae,1.0,1.0,1.0,56.0
Aspergillus_puniceus,1.0,0.9824561403508771,0.9911504424778761,57.0
Aspergillus_thermomutatus,0.9607843137254902,1.0,0.98,49.0
Aspergillus_ustus,0.9636363636363636,1.0,0.9814814814814815,53.0
Aspergillus_uvarum,0.993103448275862,1.0,0.9965397923875432,144.0
Aspergillus_wentii,1.0,0.9433962264150944,0.970873786407767,53.0
Asteromyces_cruciatus,1.0,0.8275862068965517,0.9056603773584906,58.0
Aureobasidium_melanogenum,1.0,0.9473684210526315,0.972972972972973,57.0
Aureobasidium_pullulans,0.9354838709677419,1.0,0.9666666666666667,58.0
Byssochlamys_spectabilis,0.7777777777777778,0.9824561403508771,0.8682170542635659,57.0
Cladosporium,1.0,1.0,1.0,116.0
Cladosporium_delicatulum,0.8636363636363636,1.0,0.926829268292683,57.0
Cladosporium_tenuissimum,0.9830508474576272,1.0,0.9914529914529915,58.0
Cladosporium_varians,1.0,1.0,1.0,57.0
Drechslera,1.0,1.0,1.0,58.0
Epicoccum_nigrum,0.9743589743589743,0.991304347826087,0.9827586206896551,115.0
Fusarium_acuminatum,1.0,0.9827586206896551,0.991304347826087,58.0
Fusarium_chlamydosporum,1.0,1.0,1.0,57.0
Fusarium_equiseti,1.0,0.7586206896551724,0.8627450980392157,58.0
Fusarium_foetens,0.8571428571428571,0.9310344827586207,0.8925619834710744,58.0
Fusarium_tricinctum,1.0,1.0,1.0,115.0
Hamigera_avellanea,1.0,1.0,1.0,57.0
Hamigera_avellanea var. alba,0.9830508474576272,1.0,0.9914529914529915,58.0
Hypocrea_pulvinata,1.0,0.9478260869565217,0.9732142857142857,115.0
Hypocrea_sulphurea,1.0,1.0,1.0,58.0
Hypocrea_thelephoricola,1.0,1.0,1.0,57.0
Mariannaea_elegans,1.0,1.0,1.0,58.0
Microdochium_nivale,1.0,1.0,1.0,57.0
Monascus_ruber,1.0,1.0,1.0,58.0
Monilinia_fructigena,1.0,0.9482758620689655,0.9734513274336283,58.0
Nigrospora_oryzae,1.0,0.8837209302325582,0.9382716049382716,172.0
Paecilomyces_maximus,0.9925373134328358,0.9568345323741008,0.9743589743589743,139.0
