media,n_samples,accuracy,macro_f1
OAT,1339,0.9529499626587006,0.9499793310045681
CYA,1370,0.9510948905109489,0.945850338740418
MEAox,1361,0.9419544452608376,0.9368394969149949
PDA,1362,0.9361233480176211,0.9292895758047427
YES,1309,0.93048128342246,0.919928517451143
CREA,1362,0.868575624082232,0.867128576059916
