media,n_samples,accuracy,macro_f1
MEAox,1361,0.9919177075679647,0.9930110903493905
YES,1309,0.9778456837280367,0.9789611898586946
PDA,1362,0.9743024963289281,0.9660710675035267
OAT,1339,0.9693801344286781,0.9615646716562213
CREA,1362,0.960352422907489,0.9622527908746698
CYA,1370,0.9313868613138686,0.92924654051704
