media,n_samples,accuracy,macro_f1
PDA,1332,0.975975975975976,0.9759981933474239
OAT,1362,0.9720998531571219,0.9714276231897286
CYA,1375,0.968,0.9646200600809235
MEAox,1382,0.9334298118668596,0.9241240303070399
YES,1347,0.9272457312546399,0.9378134197586094
CREA,1305,0.9157088122605364,0.9042065758878955
