media,n_samples,accuracy,macro_f1
CYA,117,0.10256410256410256,0.013300332417979477
CREA,116,0.04310344827586207,0.0034312573443008227
MEAox,99,0.04040404040404041,0.006482091847945506
PDA,117,0.03418803418803419,0.0021055939660590823
YES,119,0.03361344537815126,0.0028169014084507044
OAT,113,0.02654867256637168,0.0023984048080433625
