media,n_samples,accuracy,macro_f1
YES,125,0.064,0.016405058905058906
PDA,103,0.05825242718446602,0.01121885521885522
OAT,128,0.0546875,0.00709175249626543
CYA,112,0.05357142857142857,0.006481481481481481
MEAox,116,0.04310344827586207,0.003549442626587544
CREA,98,0.030612244897959183,0.0027472527472527475
