,precision,recall,f1-score,support
Acremonium,0.9736842105263158,0.9652173913043478,0.9694323144104804,115.0
Acremonium_alternatum,0.9912280701754386,0.9826086956521739,0.9868995633187773,115.0
Acremonium_strictum,1.0,1.0,1.0,115.0
Alternaria,1.0,0.9827586206896551,0.991304347826087,116.0
Arthrinium_phaeospermum,0.9912280701754386,0.9826086956521739,0.9868995633187773,115.0
Ascospirella_lutea,0.9727272727272728,0.9304347826086956,0.9511111111111111,115.0
Aspergillus,0.9741379310344828,0.9826086956521739,0.9783549783549783,115.0
Aspergillus_aculeatinus,0.9814814814814815,1.0,0.9906542056074766,106.0
Aspergillus_arachidicola,1.0,1.0,1.0,115.0
Aspergillus_calidoustus,0.9814814814814815,0.9217391304347826,0.9506726457399103,115.0
Aspergillus_creber,1.0,1.0,1.0,116.0
Aspergillus_flavus,0.9913793103448276,1.0,0.9956709956709957,230.0
Aspergillus_lentulus,1.0,1.0,1.0,97.0
Aspergillus_minisclerotigenes,1.0,1.0,1.0,115.0
Aspergillus_montevidensis,1.0,1.0,1.0,116.0
Aspergillus_neoglaber,0.9912280701754386,0.9826086956521739,0.9868995633187773,115.0
Aspergillus_nomiae,1.0,0.9826086956521739,0.9912280701754386,115.0
Aspergillus_occultus,1.0,1.0,1.0,115.0
Aspergillus_pseudonomiae,1.0,1.0,1.0,113.0
Aspergillus_puniceus,1.0,1.0,1.0,115.0
Aspergillus_thermomutatus,0.9696969696969697,0.9896907216494846,0.9795918367346939,97.0
Aspergillus_ustus,1.0,1.0,1.0,106.0
Aspergillus_uvarum,0.9822695035460993,0.9753521126760564,0.9787985865724381,284.0
Aspergillus_wentii,1.0,1.0,1.0,106.0
Asteromyces_cruciatus,1.0,0.991304347826087,0.9956331877729258,115.0
Aureobasidium_melanogenum,1.0,1.0,1.0,116.0
Aureobasidium_pullulans,1.0,0.9130434782608695,0.9545454545454546,115.0
Byssochlamys_spectabilis,1.0,0.9565217391304348,0.9777777777777777,115.0
Cladosporium,1.0,1.0,1.0,230.0
Cladosporium_delicatulum,1.0,1.0,1.0,116.0
Cladosporium_tenuissimum,0.9576271186440678,0.9826086956521739,0.9699570815450643,115.0
Cladosporium_varians,0.9391304347826087,0.9391304347826087,0.9391304347826087,115.0
Drechslera,0.9827586206896551,0.991304347826087,0.987012987012987,115.0
Epicoccum_nigrum,0.9742489270386266,0.9826839826839827,0.978448275862069,231.0
Fusarium_acuminatum,0.957983193277311,0.991304347826087,0.9743589743589743,115.0
Fusarium_chlamydosporum,0.9663865546218487,1.0,0.9829059829059829,115.0
Fusarium_equiseti,0.9910714285714286,0.9652173913043478,0.9779735682819384,115.0
Fusarium_foetens,0.9322033898305084,0.9565217391304348,0.944206008583691,115.0
Fusarium_tricinctum,0.9956896551724138,1.0,0.9978401727861771,231.0
Hamigera_avellanea,1.0,1.0,1.0,115.0
Hamigera_avellanea var. alba,1.0,1.0,1.0,115.0
Hypocrea_pulvinata,0.9912280701754386,0.9826086956521739,0.9868995633187773,230.0
Hypocrea_sulphurea,1.0,0.9826086956521739,0.9912280701754386,115.0
Hypocrea_thelephoricola,0.991304347826087,0.991304347826087,0.991304347826087,115.0
Mariannaea_elegans,1.0,1.0,1.0,116.0
Microdochium_nivale,0.9913793103448276,1.0,0.9956709956709957,115.0
Monascus_ruber,0.9652173913043478,0.9652173913043478,0.9652173913043478,115.0
Monilinia_fructigena,0.9739130434782609,0.9739130434782609,0.9739130434782609,115.0
Nigrospora_oryzae,0.9342465753424658,0.9855491329479769,0.9592123769338959,346.0
Paecilomyces_maximus,0.9422382671480144,0.9388489208633094,0.9405405405405406,278.0
Penicillago_kabunica,0.9913793103448276,1.0,0.9956709956709957,115.0
Penicilliopsis_zonata,1.0,0.9304347826086956,0.963963963963964,115.0
Penicillium restrictum,0.9316239316239316,0.9478260869565217,0.9396551724137931,115.0
Penicillium_allii-sativi,1.0,0.9913793103448276,0.9956709956709957,116.0
Penicillium_antarcticum,1.0,0.9904761904761905,0.9952153110047847,105.0
Penicillium_arizonense,1.0,0.9888888888888889,0.994413407821229,90.0
Penicillium_atramentosum,1.0,0.9739130434782609,0.986784140969163,115.0
Penicillium_brasilianum,1.0,0.991304347826087,0.9956331877729258,115.0
Penicillium_camponotum,0.9906542056074766,1.0,0.9953051643192489,106.0
Penicillium_canescens,0.9861751152073732,0.9304347826086956,0.9574944071588367,230.0
Penicillium_caseifulvum,0.9841269841269841,0.9538461538461539,0.96875,65.0
Penicillium_chrysogenum,0.9745762711864406,1.0,0.9871244635193133,115.0
Penicillium_citrinum,0.991304347826087,0.9827586206896551,0.987012987012987,116.0
Penicillium_coprobium,0.9137931034482759,0.803030303030303,0.8548387096774194,66.0
Penicillium_croceum,0.9504132231404959,1.0,0.9745762711864406,115.0
Penicillium_damascenum,1.0,1.0,1.0,115.0
Penicillium_fagi,1.0,1.0,1.0,179.0
Penicillium_flavigenum,1.0,1.0,1.0,115.0
Penicillium_frequentans,1.0,1.0,1.0,65.0
Penicillium_glabrum,0.9898477157360406,1.0,0.9948979591836735,195.0
Penicillium_griseopurpureum,1.0,0.9841269841269841,0.992,63.0
Penicillium_hordei,0.9911504424778761,0.9655172413793104,0.9781659388646288,116.0
Penicillium_janczewskii,1.0,0.9173913043478261,0.9569160997732427,230.0
Penicillium_jensenii,0.756578947368421,1.0,0.8614232209737828,115.0
Penicillium_krskae,0.9902912621359223,0.8869565217391304,0.9357798165137615,115.0
Penicillium_manginii,1.0,1.0,1.0,116.0
Penicillium_neojanthinellum,0.9933184855233853,0.9695652173913043,0.9812981298129813,460.0
Penicillium_ochrochloron,1.0,0.9913419913419913,0.9956521739130435,231.0
Penicillium_olsonii,1.0,1.0,1.0,115.0
Penicillium_onobense,0.9392265193370166,0.9826589595375722,0.96045197740113,346.0
Penicillium_piscarium,0.9375,1.0,0.967741935483871,105.0
Penicillium_restrictum,0.9655172413793104,0.9696969696969697,0.9676025917926566,231.0
Penicillium_ribium,1.0,1.0,1.0,115.0
