media,n_samples,accuracy,macro_f1
CYA,2717,0.9992638940007361,0.9992616025913579
PDA,2649,0.9969799924499811,0.9974103467339063
OAT,2740,0.9963503649635036,0.9959498713190849
CREA,2691,0.9962839093273876,0.9960916877631603
MEAox,2666,0.9921230307576894,0.9916381561448359
YES,2729,0.9901062660315134,0.9918080356998574
