media,n_samples,accuracy,macro_f1
PDA,2706,0.8433111603843311,0.8214083862942604
CYA,2748,0.8253275109170306,0.8110756487454728
OAT,2736,0.8004385964912281,0.78689559284831
MEAox,2674,0.7307404637247569,0.712833454583586
YES,2607,0.7107786728039892,0.7057887641547892
CREA,2721,0.5343623667769203,0.4800972920852488
