media,n_samples,accuracy,macro_f1
PDA,2804,0.24893009985734665,0.18682069237440427
MEAox,2636,0.2340667678300455,0.15729059079912036
CYA,2691,0.20884429580081754,0.1736053153886083
YES,2739,0.19386637458926614,0.13364131581651362
OAT,2638,0.16944655041698256,0.11777365228229073
CREA,2684,0.14083457526080476,0.08117315590463857
