media,n_samples,accuracy,macro_f1
PDA,2804,0.43152639087018546,0.3684675810551404
MEAox,2636,0.36836115326251895,0.3122067913254319
CREA,2684,0.35283159463487335,0.3137892487651672
OAT,2638,0.3498862774829416,0.3079412394263125
CYA,2691,0.33704942400594573,0.3009506778410787
YES,2739,0.2778386272362176,0.2598222405545147
