media,n_samples,accuracy,macro_f1
PDA,271,0.988929889298893,0.984684065934066
CYA,292,0.9863013698630136,0.979969096783256
OAT,291,0.9828178694158075,0.9742885742885743
MEAox,285,0.9824561403508771,0.9854705946449066
CREA,284,0.9823943661971831,0.9780695858677511
YES,265,0.9509433962264151,0.93996003996004
