,precision,recall,f1-score,support
Acremonium,0.21951219512195122,0.75,0.33962264150943394,12.0
Acremonium_alternatum,0.8,0.3333333333333333,0.47058823529411764,12.0
Acremonium_strictum,0.2727272727272727,0.25,0.2608695652173913,12.0
Alternaria,1.0,0.08333333333333333,0.15384615384615385,12.0
Arthrinium_phaeospermum,0.4,0.3333333333333333,0.36363636363636365,12.0
Ascospirella_lutea,0.25,0.25,0.25,12.0
Aspergillus,0.5,0.16666666666666666,0.25,12.0
Aspergillus_aculeatinus,1.0,0.2727272727272727,0.42857142857142855,11.0
Aspergillus_arachidicola,0.7272727272727273,0.6666666666666666,0.6956521739130435,12.0
Aspergillus_calidoustus,0.0,0.0,0.0,12.0
Aspergillus_creber,0.8,0.3333333333333333,0.47058823529411764,12.0
Aspergillus_flavus,0.46808510638297873,0.9565217391304348,0.6285714285714286,23.0
Aspergillus_lentulus,1.0,0.5,0.6666666666666666,10.0
Aspergillus_minisclerotigenes,0.6923076923076923,0.75,0.72,12.0
Aspergillus_montevidensis,0.2608695652173913,1.0,0.41379310344827586,12.0
Aspergillus_neoglaber,1.0,0.08333333333333333,0.15384615384615385,12.0
Aspergillus_nomiae,0.5,0.3333333333333333,0.4,12.0
Aspergillus_occultus,0.8181818181818182,0.75,0.782608695652174,12.0
Aspergillus_pseudonomiae,0.7142857142857143,0.4166666666666667,0.5263157894736842,12.0
Aspergillus_puniceus,0.8,1.0,0.8888888888888888,12.0
Aspergillus_thermomutatus,1.0,0.5,0.6666666666666666,10.0
Aspergillus_ustus,1.0,0.09090909090909091,0.16666666666666666,11.0
Aspergillus_uvarum,0.5531914893617021,0.8387096774193549,0.6666666666666666,31.0
Aspergillus_wentii,1.0,0.36363636363636365,0.5333333333333333,11.0
Asteromyces_cruciatus,0.0,0.0,0.0,12.0
Aureobasidium_melanogenum,0.21739130434782608,0.4166666666666667,0.2857142857142857,12.0
Aureobasidium_pullulans,0.0,0.0,0.0,12.0
Byssochlamys_spectabilis,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
Cladosporium,0.9130434782608695,0.875,0.8936170212765957,24.0
Cladosporium_delicatulum,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
Cladosporium_tenuissimum,0.14285714285714285,0.25,0.18181818181818182,12.0
Cladosporium_varians,0.275,0.9166666666666666,0.4230769230769231,12.0
Drechslera,1.0,0.6666666666666666,0.8,12.0
Epicoccum_nigrum,0.24096385542168675,0.8333333333333334,0.37383177570093457,24.0
Fusarium_acuminatum,0.4,0.16666666666666666,0.23529411764705882,12.0
Fusarium_chlamydosporum,1.0,0.25,0.4,12.0
Fusarium_equiseti,0.5555555555555556,0.4166666666666667,0.47619047619047616,12.0
Fusarium_foetens,1.0,0.08333333333333333,0.15384615384615385,12.0
Fusarium_tricinctum,0.8421052631578947,0.6666666666666666,0.7441860465116279,24.0
Hamigera_avellanea,0.8,0.3333333333333333,0.47058823529411764,12.0
Hamigera_avellanea var. alba,0.6666666666666666,0.3333333333333333,0.4444444444444444,12.0
Hypocrea_pulvinata,0.3235294117647059,0.4782608695652174,0.38596491228070173,23.0
Hypocrea_sulphurea,0.5,0.08333333333333333,0.14285714285714285,12.0
Hypocrea_thelephoricola,0.4,0.16666666666666666,0.23529411764705882,12.0
Mariannaea_elegans,0.21739130434782608,0.4166666666666667,0.2857142857142857,12.0
Microdochium_nivale,0.20689655172413793,1.0,0.34285714285714286,12.0
Monascus_ruber,0.8,0.3333333333333333,0.47058823529411764,12.0
Monilinia_fructigena,0.14705882352941177,0.4166666666666667,0.21739130434782608,12.0
Nigrospora_oryzae,0.4634146341463415,0.5277777777777778,0.4935064935064935,36.0
Paecilomyces_maximus,0.7857142857142857,0.36666666666666664,0.5,30.0
Penicillago_kabunica,0.43478260869565216,0.8333333333333334,0.5714285714285714,12.0
Penicilliopsis_zonata,0.0,0.0,0.0,12.0
Penicillium restrictum,1.0,0.08333333333333333,0.15384615384615385,12.0
Penicillium_allii-sativi,0.5,0.3333333333333333,0.4,12.0
Penicillium_antarcticum,0.24390243902439024,0.9090909090909091,0.38461538461538464,11.0
Penicillium_arizonense,1.0,0.1111111111111111,0.2,9.0
Penicillium_atramentosum,0.4230769230769231,0.9166666666666666,0.5789473684210527,12.0
Penicillium_brasilianum,0.75,0.25,0.375,12.0
Penicillium_camponotum,0.42857142857142855,0.5454545454545454,0.48,11.0
Penicillium_canescens,0.8181818181818182,0.75,0.782608695652174,24.0
Penicillium_caseifulvum,1.0,0.14285714285714285,0.25,7.0
Penicillium_chrysogenum,0.8333333333333334,0.4166666666666667,0.5555555555555556,12.0
Penicillium_citrinum,0.2,0.4166666666666667,0.2702702702702703,12.0
Penicillium_coprobium,0.0,0.0,0.0,7.0
Penicillium_croceum,0.5555555555555556,0.8333333333333334,0.6666666666666666,12.0
Penicillium_damascenum,0.75,0.75,0.75,12.0
Penicillium_fagi,0.8,0.42105263157894735,0.5517241379310345,19.0
Penicillium_flavigenum,0.5217391304347826,1.0,0.6857142857142857,12.0
Penicillium_frequentans,0.17391304347826086,0.5714285714285714,0.26666666666666666,7.0
Penicillium_glabrum,0.7272727272727273,0.4,0.5161290322580645,20.0
Penicillium_griseopurpureum,0.75,0.75,0.75,8.0
Penicillium_hordei,1.0,0.25,0.4,12.0
Penicillium_janczewskii,0.9166666666666666,0.4583333333333333,0.6111111111111112,24.0
Penicillium_jensenii,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
Penicillium_krskae,0.0,0.0,0.0,12.0
Penicillium_manginii,0.5,0.4166666666666667,0.45454545454545453,12.0
Penicillium_neojanthinellum,0.5909090909090909,0.5416666666666666,0.5652173913043478,48.0
Penicillium_ochrochloron,0.6875,0.4583333333333333,0.55,24.0
Penicillium_olsonii,0.6,0.25,0.35294117647058826,12.0
Penicillium_onobense,0.45454545454545453,0.4166666666666667,0.43478260869565216,36.0
Penicillium_piscarium,0.3333333333333333,0.9090909090909091,0.4878048780487805,11.0
Penicillium_restrictum,0.6176470588235294,0.875,0.7241379310344828,24.0
Penicillium_ribium,0.2962962962962963,0.6666666666666666,0.41025641025641024,12.0
Penicillium_rotoruae,0.5,0.4444444444444444,0.47058823529411764,36.0
Penicillium_ruben,1.0,0.5833333333333334,0.7368421052631579,12.0
Penicillium_rubens,0.6666666666666666,0.4,0.5,10.0
Penicillium_scabrosum,1.0,0.3333333333333333,0.5,24.0
Penicillium_soppii,0.5,0.4166666666666667,0.45454545454545453,12.0
Penicillium_steckii,0.0,0.0,0.0,12.0
Penicillium_velutinum,1.0,0.2857142857142857,0.4444444444444444,7.0
Penicillium_vulpinum,0.6,0.8181818181818182,0.6923076923076923,11.0
Penicillium_waksmanii,0.2727272727272727,0.5,0.35294117647058826,12.0
Penicillium_wotroi,0.5294117647058824,0.375,0.43902439024390244,24.0
Pesisa_ostracoderma,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0
Pezicula_carpinea,1.0,0.25,0.4,12.0
Phoma_americana,0.0,0.0,0.0,12.0
Phoma_epicoccina,0.25,0.08333333333333333,0.125,12.0
Phoma_glomerata,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
Phoma_pomorum,0.4444444444444444,0.6666666666666666,0.5333333333333333,24.0
Phoma_sorghina,0.75,0.25,0.375,12.0
Purpureocillium_lilacinum,1.0,0.3181818181818182,0.4827586206896552,22.0
Rasamsonia_argillacea,0.15151515151515152,0.4166666666666667,0.2222222222222222,12.0
Rasamsonia_eburnea,0.3684210526315789,0.5833333333333334,0.45161290322580644,12.0
Rasamsonia_piperina,0.6428571428571429,0.75,0.6923076923076923,12.0
Rhizomucor_pusillus,0.8333333333333334,0.4166666666666667,0.5555555555555556,24.0
Rhizopus_microsporus,0.75,0.25,0.375,12.0
Rhizopus_stolonifer,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
Sordaria_fimicola,0.21428571428571427,0.25,0.23076923076923078,12.0
Stemphylium_vesicarium,0.8461538461538461,0.9166666666666666,0.88,12.0
Talaromyces_apiculatus,0.0,0.0,0.0,12.0
Talaromyces_funiculosus,0.8333333333333334,0.8333333333333334,0.8333333333333334,12.0
Thermoascus_verrucosus,0.5333333333333333,0.6666666666666666,0.5925925925925926,12.0
Trichoderma,0.5714285714285714,0.6666666666666666,0.6153846153846154,12.0
Trichoderma_atroviride,1.0,0.08333333333333333,0.15384615384615385,12.0
Trichoderma_harzianum,0.5625,0.75,0.6428571428571429,12.0
Trichoderma_longibrachiatum,0.5,1.0,0.6666666666666666,12.0
Ulocladium_chartarum,0.7777777777777778,0.5833333333333334,0.6666666666666666,12.0
accuracy,0.47985781990521326,0.47985781990521326,0.47985781990521326,0.47985781990521326
macro avg,0.583442491496412,0.4587334841450144,0.4401972945729426,1688.0
weighted avg,0.5903716415077777,0.47985781990521326,0.463771615126225,1688.0
