media,n_samples,accuracy,macro_f1
PDA,115,0.2782608695652174,0.15885040885040885
CYA,132,0.26515151515151514,0.1691009473618169
OAT,108,0.2222222222222222,0.10444661883018047
MEAox,116,0.20689655172413793,0.12080288132919713
YES,88,0.17045454545454544,0.10768645357686453
CREA,123,0.14634146341463414,0.06482122390168367
