media,n_samples,accuracy,macro_f1
PDA,117,0.8974358974358975,0.8701298701298703
MEAox,99,0.8585858585858586,0.8115384615384615
CYA,117,0.8290598290598291,0.7716727716727717
YES,119,0.8067226890756303,0.7015783841626538
OAT,113,0.7964601769911505,0.7314507198228128
CREA,116,0.6637931034482759,0.5602229780801209
