media,n_samples,accuracy,macro_f1
PDA,117,0.8974358974358975,0.8701298701298703
MEAox,99,0.8686868686868687,0.8372294372294372
CYA,117,0.8376068376068376,0.7696784696784698
YES,119,0.7899159663865546,0.6976731601731602
OAT,113,0.7876106194690266,0.7116883116883117
CREA,116,0.6551724137931034,0.5564414913252121
