media,n_samples,accuracy,macro_f1
MEAox,125,0.568,0.4841188773773043
CYA,101,0.5643564356435643,0.46339031339031334
YES,118,0.4830508474576271,0.3807853704405429
PDA,115,0.46956521739130436,0.38047967358312185
OAT,116,0.3793103448275862,0.2642174432497013
CREA,106,0.24528301886792453,0.1903454715219421
