media,n_samples,accuracy,macro_f1
PDA,115,0.8347826086956521,0.7985717498875392
CYA,101,0.8316831683168316,0.7527619047619049
MEAox,125,0.808,0.7356438135507903
YES,118,0.6864406779661016,0.6314176245210728
OAT,116,0.6551724137931034,0.600352733686067
CREA,106,0.5660377358490566,0.49892949427833155
