media,n_samples,accuracy,macro_f1
PDA,117,0.23931623931623933,0.12373337220535861
YES,119,0.226890756302521,0.11557873031521242
CYA,117,0.21367521367521367,0.09739582123303055
OAT,113,0.21238938053097345,0.12549833887043188
MEAox,99,0.21212121212121213,0.12684231154016729
CREA,116,0.08620689655172414,0.049311600314889785
