media,n_samples,accuracy,macro_f1
MEAox,116,0.8706896551724138,0.8077485380116959
CYA,112,0.8303571428571429,0.7560150375939849
PDA,103,0.8252427184466019,0.7147342995169081
YES,125,0.728,0.629454253611557
OAT,128,0.6796875,0.607376283846872
CREA,98,0.6020408163265306,0.49075304540420817
