Model,Fold,Epoch,Class,Precision,Recall,F1-Score,Support
efficientnet_v2_s,1,0,Acremonium,0.9661016949152542,0.9827586206896551,0.9743589743589743,58.0
efficientnet_v2_s,1,0,Acremonium_alternatum,0.9830508474576272,1.0,0.9914529914529915,58.0
efficientnet_v2_s,1,0,Acremonium_strictum,1.0,1.0,1.0,57.0
efficientnet_v2_s,1,0,Alternaria,1.0,0.9137931034482759,0.954954954954955,58.0
efficientnet_v2_s,1,0,Arthrinium_phaeospermum,0.9827586206896551,1.0,0.991304347826087,57.0
efficientnet_v2_s,1,0,Ascospirella_lutea,0.7777777777777778,0.7241379310344828,0.75,58.0
efficientnet_v2_s,1,0,Aspergillus,1.0,1.0,1.0,58.0
efficientnet_v2_s,1,0,Aspergillus_aculeatinus,1.0,0.6792452830188679,0.8089887640449438,53.0
efficientnet_v2_s,1,0,Aspergillus_arachidicola,1.0,1.0,1.0,58.0
efficientnet_v2_s,1,0,Aspergillus_calidoustus,0.8666666666666667,0.9122807017543859,0.8888888888888888,57.0
efficientnet_v2_s,1,0,Aspergillus_creber,1.0,1.0,1.0,58.0
efficientnet_v2_s,1,0,Aspergillus_flavus,0.9416666666666667,0.9826086956521739,0.9617021276595744,115.0
efficientnet_v2_s,1,0,Aspergillus_lentulus,1.0,1.0,1.0,49.0
efficientnet_v2_s,1,0,Aspergillus_minisclerotigenes,1.0,1.0,1.0,57.0
efficientnet_v2_s,1,0,Aspergillus_montevidensis,1.0,1.0,1.0,58.0
efficientnet_v2_s,1,0,Aspergillus_neoglaber,0.9830508474576272,1.0,0.9914529914529915,58.0
efficientnet_v2_s,1,0,Aspergillus_nomiae,1.0,1.0,1.0,57.0
efficientnet_v2_s,1,0,Aspergillus_occultus,0.8529411764705882,1.0,0.9206349206349206,58.0
efficientnet_v2_s,1,0,Aspergillus_pseudonomiae,1.0,1.0,1.0,56.0
efficientnet_v2_s,1,0,Aspergillus_puniceus,1.0,1.0,1.0,57.0
efficientnet_v2_s,1,0,Aspergillus_thermomutatus,1.0,1.0,1.0,49.0
efficientnet_v2_s,1,0,Aspergillus_ustus,1.0,0.9814814814814815,0.9906542056074766,54.0
efficientnet_v2_s,1,0,Aspergillus_uvarum,0.9930555555555556,1.0,0.9965156794425087,143.0
efficientnet_v2_s,1,0,Aspergillus_wentii,1.0,1.0,1.0,53.0
efficientnet_v2_s,1,0,Asteromyces_cruciatus,0.9333333333333333,0.9655172413793104,0.9491525423728814,58.0
efficientnet_v2_s,1,0,Aureobasidium_melanogenum,0.9047619047619048,1.0,0.95,57.0
efficientnet_v2_s,1,0,Aureobasidium_pullulans,1.0,0.6724137931034483,0.8041237113402062,58.0
efficientnet_v2_s,1,0,Byssochlamys_spectabilis,1.0,0.7586206896551724,0.8627450980392157,58.0
efficientnet_v2_s,1,0,Cladosporium,1.0,1.0,1.0,115.0
efficientnet_v2_s,1,0,Cladosporium_delicatulum,1.0,1.0,1.0,57.0
efficientnet_v2_s,1,0,Cladosporium_tenuissimum,1.0,0.6206896551724138,0.7659574468085106,58.0
efficientnet_v2_s,1,0,Cladosporium_varians,0.8787878787878788,1.0,0.9354838709677419,58.0
efficientnet_v2_s,1,0,Drechslera,1.0,0.8596491228070176,0.9245283018867925,57.0
efficientnet_v2_s,1,0,Epicoccum_nigrum,0.9047619047619048,0.991304347826087,0.946058091286307,115.0
