media,n_samples,accuracy,macro_f1
PDA,661,0.7065052950075643,0.6777495339497198
CYA,696,0.646551724137931,0.5857417149056693
MEAox,655,0.5480916030534351,0.4875932708024969
OAT,706,0.546742209631728,0.487891741856803
YES,657,0.5190258751902588,0.4883259434239768
CREA,680,0.36617647058823527,0.2939945627308073
