media,n_samples,accuracy,macro_f1
PDA,669,0.8071748878923767,0.7847707997849175
CYA,655,0.6961832061068702,0.66849521534176
OAT,684,0.6578947368421053,0.6247856502089866
MEAox,721,0.624133148404993,0.5588585779012276
YES,657,0.5646879756468798,0.543236661866828
CREA,669,0.49028400597907323,0.4264837958569098
