media,n_samples,accuracy,macro_f1
PDA,669,0.7757847533632287,0.7532080536593527
CYA,655,0.6854961832061068,0.6517179466948604
OAT,684,0.6578947368421053,0.6273907444915867
MEAox,721,0.608876560332871,0.5408741952233933
YES,657,0.5799086757990868,0.5507574398098861
CREA,669,0.4828101644245142,0.4226831041788452
