media,n_samples,accuracy,macro_f1
PDA,702,0.7635327635327636,0.7568951405225025
CYA,691,0.7337192474674384,0.6944486278520515
OAT,685,0.6715328467153284,0.6318661716069762
MEAox,671,0.6587183308494784,0.5839364323091779
YES,651,0.5729646697388633,0.5490848358729895
CREA,654,0.4327217125382263,0.3601519627380251
