Model,Fold,Epoch,Class,Precision,Recall,F1-Score,Support
vit_b_16,1,0,Acremonium,0.0,0.0,0.0,29.0
vit_b_16,1,0,Acremonium_alternatum,0.17391304347826086,0.13793103448275862,0.15384615384615385,29.0
vit_b_16,1,0,Acremonium_strictum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Alternaria,0.0,0.0,0.0,29.0
vit_b_16,1,0,Arthrinium_phaeospermum,0.0,0.0,0.0,28.0
vit_b_16,1,0,Ascospirella_lutea,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_aculeatinus,0.0,0.0,0.0,27.0
vit_b_16,1,0,Aspergillus_arachidicola,0.0,0.0,0.0,28.0
vit_b_16,1,0,Aspergillus_calidoustus,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_creber,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_flavus,0.3333333333333333,0.017241379310344827,0.03278688524590164,58.0
vit_b_16,1,0,Aspergillus_lentulus,0.0,0.0,0.0,24.0
vit_b_16,1,0,Aspergillus_minisclerotigenes,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_montevidensis,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_neoglaber,0.0,0.0,0.0,28.0
vit_b_16,1,0,Aspergillus_nomiae,0.15217391304347827,0.2413793103448276,0.18666666666666668,29.0
vit_b_16,1,0,Aspergillus_occultus,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_pseudonomiae,0.0,0.0,0.0,28.0
vit_b_16,1,0,Aspergillus_puniceus,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aspergillus_thermomutatus,0.0,0.0,0.0,24.0
vit_b_16,1,0,Aspergillus_ustus,0.0,0.0,0.0,27.0
vit_b_16,1,0,Aspergillus_uvarum,0.19741100323624594,0.8472222222222222,0.32020997375328086,72.0
vit_b_16,1,0,Aspergillus_wentii,0.0,0.0,0.0,27.0
vit_b_16,1,0,Asteromyces_cruciatus,0.0,0.0,0.0,28.0
vit_b_16,1,0,Aureobasidium_melanogenum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Aureobasidium_pullulans,0.0,0.0,0.0,29.0
vit_b_16,1,0,Byssochlamys_spectabilis,0.0,0.0,0.0,29.0
vit_b_16,1,0,Cladosporium,0.25,0.03508771929824561,0.06153846153846154,57.0
vit_b_16,1,0,Cladosporium_delicatulum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Cladosporium_tenuissimum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Cladosporium_varians,0.0,0.0,0.0,29.0
vit_b_16,1,0,Drechslera,0.0,0.0,0.0,29.0
vit_b_16,1,0,Epicoccum_nigrum,0.05825242718446602,0.10526315789473684,0.075,57.0
vit_b_16,1,0,Fusarium_acuminatum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Fusarium_chlamydosporum,0.0,0.0,0.0,29.0
vit_b_16,1,0,Fusarium_equiseti,0.0,0.0,0.0,29.0
vit_b_16,1,0,Fusarium_foetens,0.0,0.0,0.0,28.0
