media,n_samples,accuracy,macro_f1
CREA,1380,1.0,1.0
CYA,1359,1.0,1.0
MEAox,1328,1.0,1.0
OAT,1337,1.0,1.0
PDA,1361,1.0,1.0
YES,1339,1.0,1.0
