media,n_samples,accuracy,macro_f1
PDA,2706,0.9940872135994088,0.993414577898379
MEAox,2674,0.9835452505609573,0.9847397851821843
YES,2607,0.9719984656693518,0.9702848445747951
CREA,2721,0.9654538772510106,0.9656517275939249
OAT,2736,0.956140350877193,0.9411117215368263
CYA,2748,0.9512372634643377,0.9476492671053527
