media,n_samples,accuracy,macro_f1
CYA,2691,0.9698996655518395,0.9630672990831346
MEAox,2636,0.9692716236722306,0.9669875233138836
OAT,2638,0.9624715693707354,0.9570446474876364
PDA,2804,0.9572039942938659,0.9465319738958713
YES,2739,0.9554581964220519,0.9592709790155481
CREA,2684,0.9456035767511177,0.9439006327361648
