media,n_samples,accuracy,macro_f1
MEAox,2686,0.9877140729709606,0.9873316419229129
PDA,2723,0.9856775615130371,0.9859516342613414
CYA,2638,0.9833206974981046,0.9874201617211003
YES,2635,0.9791271347248577,0.9754844053049452
OAT,2791,0.9788606234324615,0.9739792847413042
CREA,2720,0.9606617647058824,0.9562161645299149
