media,n_samples,accuracy,macro_f1
CYA,2698,1.0,1.0
MEAox,2826,1.0,1.0
OAT,2713,1.0,1.0
YES,2661,0.9996242014280345,0.9996718544116129
PDA,2653,0.9996230682246513,0.9995422321003716
CREA,2641,0.9996213555471413,0.9996808519573013
