,precision,recall,f1-score,support
Acremonium,1.0,1.0,1.0,116.0
Acremonium_alternatum,0.9745762711864406,1.0,0.9871244635193133,115.0
Acremonium_strictum,1.0,1.0,1.0,115.0
Alternaria,1.0,0.991304347826087,0.9956331877729258,115.0
Arthrinium_phaeospermum,1.0,1.0,1.0,115.0
Ascospirella_lutea,1.0,1.0,1.0,116.0
Aspergillus,0.9583333333333334,1.0,0.9787234042553191,115.0
Aspergillus_aculeatinus,1.0,1.0,1.0,106.0
Aspergillus_arachidicola,1.0,1.0,1.0,115.0
Aspergillus_calidoustus,1.0,0.9478260869565217,0.9732142857142857,115.0
Aspergillus_creber,1.0,1.0,1.0,115.0
Aspergillus_flavus,0.9871794871794872,1.0,0.9935483870967742,231.0
Aspergillus_lentulus,1.0,0.9896907216494846,0.9948186528497409,97.0
Aspergillus_minisclerotigenes,1.0,1.0,1.0,115.0
Aspergillus_montevidensis,1.0,1.0,1.0,115.0
Aspergillus_neoglaber,1.0,1.0,1.0,115.0
Aspergillus_nomiae,1.0,0.9827586206896551,0.991304347826087,116.0
Aspergillus_occultus,1.0,1.0,1.0,115.0
Aspergillus_pseudonomiae,0.9903846153846154,0.911504424778761,0.9493087557603687,113.0
Aspergillus_puniceus,1.0,0.8782608695652174,0.9351851851851852,115.0
Aspergillus_thermomutatus,1.0,1.0,1.0,97.0
Aspergillus_ustus,1.0,1.0,1.0,106.0
Aspergillus_uvarum,0.9964912280701754,1.0,0.9982425307557118,284.0
Aspergillus_wentii,1.0,0.9811320754716981,0.9904761904761905,106.0
Asteromyces_cruciatus,0.8699186991869918,0.9304347826086956,0.8991596638655462,115.0
Aureobasidium_melanogenum,0.9663865546218487,1.0,0.9829059829059829,115.0
Aureobasidium_pullulans,0.9829059829059829,1.0,0.9913793103448276,115.0
Byssochlamys_spectabilis,1.0,0.9913793103448276,0.9956709956709957,116.0
Cladosporium,1.0,1.0,1.0,230.0
Cladosporium_delicatulum,1.0,1.0,1.0,115.0
Cladosporium_tenuissimum,1.0,0.991304347826087,0.9956331877729258,115.0
Cladosporium_varians,0.9914529914529915,1.0,0.9957081545064378,116.0
Drechslera,0.9504132231404959,1.0,0.9745762711864406,115.0
Epicoccum_nigrum,0.9956709956709957,1.0,0.9978308026030369,230.0
Fusarium_acuminatum,1.0,1.0,1.0,115.0
Fusarium_chlamydosporum,0.9666666666666667,1.0,0.9830508474576272,116.0
Fusarium_equiseti,1.0,0.991304347826087,0.9956331877729258,115.0
Fusarium_foetens,0.8991596638655462,0.9304347826086956,0.9145299145299145,115.0
Fusarium_tricinctum,0.9911894273127754,0.9782608695652174,0.9846827133479212,230.0
Hamigera_avellanea,1.0,0.9655172413793104,0.9824561403508771,116.0
Hamigera_avellanea var. alba,0.9745762711864406,1.0,0.9871244635193133,115.0
Hypocrea_pulvinata,1.0,1.0,1.0,230.0
Hypocrea_sulphurea,0.9583333333333334,1.0,0.9787234042553191,115.0
Hypocrea_thelephoricola,0.8646616541353384,1.0,0.9274193548387096,115.0
Mariannaea_elegans,0.9829059829059829,1.0,0.9913793103448276,115.0
Microdochium_nivale,1.0,0.9217391304347826,0.9592760180995475,115.0
Monascus_ruber,1.0,0.9913793103448276,0.9956709956709957,116.0
Monilinia_fructigena,0.9827586206896551,0.991304347826087,0.987012987012987,115.0
Nigrospora_oryzae,0.9772727272727273,0.9971014492753624,0.9870875179340028,345.0
Paecilomyces_maximus,0.9539007092198581,0.9676258992805755,0.9607142857142857,278.0
Penicillago_kabunica,0.9572649572649573,0.9655172413793104,0.9613733905579399,116.0
Penicilliopsis_zonata,1.0,0.9826086956521739,0.9912280701754386,115.0
Penicillium restrictum,0.9583333333333334,1.0,0.9787234042553191,115.0
Penicillium_allii-sativi,1.0,1.0,1.0,115.0
Penicillium_antarcticum,1.0,1.0,1.0,106.0
Penicillium_arizonense,1.0,1.0,1.0,89.0
Penicillium_atramentosum,1.0,0.9913793103448276,0.9956709956709957,116.0
Penicillium_brasilianum,1.0,0.7304347826086957,0.8442211055276382,115.0
Penicillium_camponotum,1.0,0.8207547169811321,0.9015544041450777,106.0
Penicillium_canescens,0.9537815126050421,0.9869565217391304,0.9700854700854701,230.0
Penicillium_caseifulvum,0.9558823529411765,1.0,0.9774436090225563,65.0
Penicillium_chrysogenum,0.9426229508196722,1.0,0.9704641350210971,115.0
Penicillium_citrinum,1.0,0.9391304347826087,0.968609865470852,115.0
Penicillium_coprobium,0.984375,0.9545454545454546,0.9692307692307692,66.0
Penicillium_croceum,0.9126984126984127,1.0,0.9543568464730291,115.0
Penicillium_damascenum,0.8345323741007195,1.0,0.9098039215686274,116.0
Penicillium_fagi,0.9715909090909091,0.9606741573033708,0.9661016949152542,178.0
Penicillium_flavigenum,1.0,1.0,1.0,116.0
Penicillium_frequentans,1.0,1.0,1.0,64.0
Penicillium_glabrum,0.8756218905472637,0.9025641025641026,0.8888888888888888,195.0
Penicillium_griseopurpureum,0.9411764705882353,1.0,0.9696969696969697,64.0
Penicillium_hordei,1.0,0.7478260869565218,0.8557213930348259,115.0
Penicillium_janczewskii,0.9720930232558139,0.9047619047619048,0.9372197309417041,231.0
Penicillium_jensenii,1.0,0.991304347826087,0.9956331877729258,115.0
Penicillium_krskae,1.0,0.9304347826086956,0.963963963963964,115.0
Penicillium_manginii,0.8333333333333334,1.0,0.9090909090909091,115.0
Penicillium_neojanthinellum,0.9538461538461539,0.9414316702819957,0.9475982532751092,461.0
Penicillium_ochrochloron,0.8862745098039215,0.9826086956521739,0.931958762886598,230.0
Penicillium_olsonii,1.0,0.9913793103448276,0.9956709956709957,116.0
Penicillium_onobense,0.9735294117647059,0.9594202898550724,0.9664233576642336,345.0
Penicillium_piscarium,1.0,0.9905660377358491,0.995260663507109,106.0
Penicillium_restrictum,1.0,0.9565217391304348,0.9777777777777777,230.0
Penicillium_ribium,1.0,1.0,1.0,116.0
Penicillium_rotoruae,1.0,1.0,1.0,345.0
Penicillium_ruben,1.0,1.0,1.0,115.0
Penicillium_rubens,1.0,1.0,1.0,98.0
Penicillium_scabrosum,1.0,0.9956521739130435,0.9978213507625272,230.0
Penicillium_soppii,0.9911504424778761,0.9739130434782609,0.9824561403508771,115.0
Penicillium_steckii,1.0,0.9826086956521739,0.9912280701754386,115.0
Penicillium_velutinum,0.9848484848484849,1.0,0.9923664122137404,65.0
Penicillium_vulpinum,0.9913793103448276,1.0,0.9956709956709957,115.0
Penicillium_waksmanii,0.9349593495934959,1.0,0.9663865546218487,115.0
Penicillium_wotroi,1.0,1.0,1.0,231.0
Pesisa_ostracoderma,1.0,1.0,1.0,114.0
Pezicula_carpinea,1.0,0.9827586206896551,0.991304347826087,116.0
Phoma_americana,1.0,1.0,1.0,115.0
Phoma_epicoccina,1.0,1.0,1.0,114.0
Phoma_glomerata,1.0,0.9827586206896551,0.991304347826087,116.0
Phoma_pomorum,0.9583333333333334,1.0,0.9787234042553191,230.0
Phoma_sorghina,1.0,1.0,1.0,115.0
Purpureocillium_lilacinum,0.9859154929577465,0.9859154929577465,0.9859154929577465,213.0
Rasamsonia_argillacea,0.9913793103448276,1.0,0.9956709956709957,115.0
Rasamsonia_eburnea,1.0,1.0,1.0,115.0
Rasamsonia_piperina,1.0,1.0,1.0,115.0
Rhizomucor_pusillus,0.9871244635193133,1.0,0.9935205183585313,230.0
Rhizopus_microsporus,0.9829059829059829,1.0,0.9913793103448276,115.0
Rhizopus_stolonifer,1.0,1.0,1.0,116.0
Sordaria_fimicola,1.0,1.0,1.0,115.0
Stemphylium_vesicarium,1.0,0.9565217391304348,0.9777777777777777,115.0
Talaromyces_apiculatus,1.0,1.0,1.0,115.0
Talaromyces_funiculosus,1.0,1.0,1.0,115.0
Thermoascus_verrucosus,0.9914529914529915,1.0,0.9957081545064378,116.0
Trichoderma,1.0,0.991304347826087,0.9956331877729258,115.0
Trichoderma_atroviride,1.0,0.991304347826087,0.9956331877729258,115.0
Trichoderma_harzianum,1.0,0.8434782608695652,0.9150943396226415,115.0
Trichoderma_longibrachiatum,0.9913793103448276,1.0,0.9956709956709957,115.0
Ulocladium_chartarum,0.9583333333333334,0.9913793103448276,0.9745762711864406,116.0
accuracy,0.9791885382572717,0.9791885382572717,0.9791885382572717,0.9791885382572717
macro avg,0.9818056140185673,0.9798177598520502,0.9799386264320903,16193.0
weighted avg,0.9803760263116779,0.9791885382572717,0.9790262154602193,16193.0
